State,Area_Name,Rural_Urban_Continuum_Code_2003,Rural_Urban_Continuum_Code_2013,Urban_Influence_2003,Urban_Influence_2013,Economic_typology_2015,CENSUS_2020_POP,ESTIMATES_BASE_2020,POP_ESTIMATE_2020,POP_ESTIMATE_2021,POP_ESTIMATE_2022,N_POP_CHG_2020,N_POP_CHG_2021,N_POP_CHG_2022
NE,York County,7,6,11,6,0,"14,125","14,128","14,103","14,248","14,354",-25,145,106
NV,Nevada,,,,,,"3,104,614","3,104,624","3,115,648","3,146,402","3,177,772","11,024","30,754","31,370"
NV,Churchill County,6,6,5,5,0,"25,516","25,516","25,568","25,671","25,843",52,103,172
NV,Clark County,1,1,1,1,5,"2,265,461","2,265,469","2,274,734","2,295,194","2,322,985","9,265","20,460","27,791"
NV,Douglas County,4,4,5,3,5,"49,488","49,484","49,522","49,969","49,628",38,447,-341
NV,Elko County,5,5,8,8,2,"53,702","53,703","53,670","53,811","54,046",-33,141,235
NV,Esmeralda County,9,9,10,10,2,729,729,732,733,744,3,1,11
NV,Eureka County,9,9,8,8,2,"1,855","1,853","1,853","1,909","1,863",0,56,-46
NV,Humboldt County,7,7,11,8,2,"17,285","17,288","17,276","17,591","17,272",-12,315,-319
NV,Lander County,7,7,9,9,2,"5,734","5,732","5,726","5,762","5,766",-6,36,4
NV,Lincoln County,8,8,4,4,4,"4,499","4,505","4,448","4,433","4,482",-57,-15,49
NV,Lyon County,6,4,6,5,0,"59,235","59,240","59,466","60,927","61,585",226,"1,461",658
NV,Mineral County,7,7,9,11,0,"4,554","4,555","4,557","4,615","4,525",2,58,-90
NV,Nye County,6,4,3,3,0,"51,591","51,590","51,960","53,277","54,738",370,"1,317","1,461"
NV,Pershing County,8,9,7,10,2,"6,650","6,651","6,622","6,442","6,462",-29,-180,20
NV,Storey County,2,2,2,2,0,"4,104","4,098","4,106","4,145","4,170",8,39,25
NV,Washoe County,2,2,2,2,5,"486,492","486,489","487,674","494,281","496,745","1,185","6,607","2,464"
NV,White Pine County,7,7,9,11,2,"9,080","9,078","9,051","8,846","8,788",-27,-205,-58
NV,Carson City,3,3,2,2,4,"58,639","58,644","58,683","58,796","58,130",39,113,-666
NH,New Hampshire,,,,,,"1,377,529","1,377,518","1,378,587","1,387,505","1,395,231","1,069","8,918","7,726"
NH,Belknap County,4,4,3,3,5,"63,705","63,709","63,775","64,612","64,781",66,837,169
NH,Carroll County,8,6,4,4,5,"50,107","50,098","50,235","51,725","52,199",137,"1,490",474
NH,Cheshire County,4,4,5,5,0,"76,458","76,455","76,541","76,821","77,350",86,280,529
NH,Coos County,7,7,8,8,5,"31,268","31,262","31,227","31,411","31,504",-35,184,93
NH,Grafton County,5,5,8,8,5,"91,118","91,112","91,177","90,474","91,126",65,-703,652
NH,Hillsborough County,2,2,2,2,0,"422,937","422,941","422,883","424,496","426,594",-58,"1,613","2,098"
NH,Merrimack County,4,4,5,3,4,"153,808","153,800","154,022","154,591","156,020",222,569,"1,429"
NH,Rockingham County,1,1,1,1,0,"314,176","314,182","314,603","318,214","319,424",421,"3,611","1,210"
NH,Strafford County,1,1,1,1,4,"130,889","130,895","131,055","131,534","132,275",160,479,741
NH,Sullivan County,7,7,9,8,0,"43,063","43,064","43,069","43,627","43,958",5,558,331
NJ,New Jersey,,,,,,"9,288,994","9,289,031","9,271,689","9,267,961","9,261,699","-17,342","-3,728","-6,262"
NJ,Atlantic County,2,2,2,2,5,"274,534","274,536","274,172","275,130","275,638",-364,958,508
NJ,Bergen County,1,1,1,1,0,"955,732","955,746","953,617","954,879","952,997","-2,129","1,262","-1,882"
NJ,Burlington County,1,1,1,1,0,"461,860","461,863","461,648","464,411","466,103",-215,"2,763","1,692"
NJ,Camden County,1,1,1,1,0,"523,485","523,486","523,074","524,124","524,907",-412,"1,050",783
NJ,Cape May County,3,3,2,2,5,"95,263","95,266","95,040","95,768","95,634",-226,728,-134
NJ,Cumberland County,3,3,2,2,0,"154,152","154,148","153,692","152,089","151,356",-456,"-1,603",-733
NJ,Essex County,1,1,1,1,0,"863,728","862,782","859,924","854,121","849,477","-2,858","-5,803","-4,644"
NJ,Gloucester County,1,1,1,1,0,"302,294","302,285","302,554","304,620","306,601",269,"2,066","1,981"
NJ,Hudson County,1,1,1,1,0,"724,854","724,857","721,832","703,447","703,366","-3,025","-18,385",-81
NJ,Hunterdon County,1,1,1,1,0,"128,947","128,962","128,786","129,668","129,777",-176,882,109
NJ,Mercer County,2,2,2,2,4,"387,340","387,340","386,441","382,116","380,688",-899,"-4,325","-1,428"
NJ,Middlesex County,1,1,1,1,0,"863,162","863,183","861,314","862,328","861,418","-1,869","1,014",-910
NJ,Monmouth County,1,1,1,1,0,"643,615","643,608","642,771","646,392","644,098",-837,"3,621","-2,294"
NJ,Morris County,1,1,1,1,0,"509,285","509,277","508,384","510,444","511,151",-893,"2,060",707
NJ,Ocean County,1,1,1,1,5,"637,229","637,229","638,422","649,741","655,735","1,193","11,319","5,994"
NJ,Passaic County,1,1,1,1,0,"524,118","525,052","523,406","518,345","513,936","-1,646","-5,061","-4,409"
NJ,Salem County,1,1,1,1,0,"64,837","64,834","64,842","65,058","65,117",8,216,59
NJ,Somerset County,1,1,1,1,0,"345,361","345,356","344,725","346,331","346,875",-631,"1,606",544
NJ,Sussex County,1,1,1,1,5,"144,221","144,231","143,915","145,645","146,084",-316,"1,730",439
NJ,Union County,1,1,1,1,0,"575,345","575,352","573,617","572,810","569,815","-1,735",-807,"-2,995"
NJ,Warren County,2,2,2,2,0,"109,632","109,638","109,513","110,494","110,926",-125,981,432
NM,New Mexico,,,,,,"2,117,522","2,117,527","2,118,390","2,116,677","2,113,344",863,"-1,713","-3,333"
NM,Bernalillo County,2,2,2,2,4,"676,444","676,438","676,803","674,980","672,508",365,"-1,823","-2,472"
NM,Catron County,9,9,12,10,1,"3,579","3,582","3,611","3,726","3,827",29,115,101
NM,Chaves County,5,5,8,8,0,"65,157","65,158","65,148","64,644","63,894",-10,-504,-750
NM,Cibola County,6,6,5,5,4,"27,172","27,172","27,102","27,238","26,950",-70,136,-288
NM,Colfax County,7,7,11,11,4,"12,387","12,385","12,353","12,356","12,246",-32,3,-110
NM,Curry County,5,5,8,8,0,"48,430","48,429","48,370","47,960","47,532",-59,-410,-428
NM,De Baca County,9,9,10,12,1,"1,698","1,697","1,683","1,679","1,693",-14,-4,14
NM,Do̱a Ana County,3,3,2,2,4,"219,561","219,567","220,047","221,655","223,337",480,"1,608","1,682"
NM,Eddy County,5,5,8,8,2,"62,314","62,314","62,329","60,899","60,400",15,"-1,430",-499
NM,Grant County,7,7,8,8,2,"28,185","28,190","28,203","27,892","27,686",13,-311,-206
NM,Guadalupe County,7,7,9,9,5,"4,452","4,451","4,440","4,432","4,310",-11,-8,-122
NM,Harding County,9,9,10,12,1,657,655,655,636,628,0,-19,-8
NM,Hidalgo County,7,9,9,9,4,"4,178","4,180","4,166","4,090","4,003",-14,-76,-87
NM,Lea County,5,5,8,8,2,"74,455","74,455","74,635","73,103","72,452",180,"-1,532",-651
NM,Lincoln County,7,7,9,9,5,"20,269","20,273","20,313","20,421","20,411",40,108,-10
NM,Los Alamos County,6,6,5,5,0,"19,419","19,418","19,415","19,340","19,187",-3,-75,-153
NM,Luna County,6,6,5,5,4,"25,427","25,422","25,447","25,486","25,749",25,39,263
NM,McKinley County,4,5,5,8,4,"72,902","72,898","72,578","71,484","69,830",-320,"-1,094","-1,654"
NM,Mora County,8,9,7,10,4,"4,189","4,185","4,192","4,203","4,169",7,11,-34
NM,Otero County,4,4,5,5,4,"67,839","67,843","67,873","68,538","68,823",30,665,285
NM,Quay County,7,7,9,11,0,"8,746","8,744","8,712","8,624","8,546",-32,-88,-78
NM,Rio Arriba County,6,4,5,5,0,"40,363","40,359","40,269","40,249","40,048",-90,-20,-201
NM,Roosevelt County,7,7,8,8,1,"19,191","19,197","19,157","19,017","18,934",-40,-140,-83
NM,Sandoval County,2,2,2,2,3,"148,834","148,829","149,276","151,439","153,501",447,"2,163","2,062"
NM,San Juan County,3,3,2,2,2,"121,661","121,663","121,368","120,866","120,418",-295,-502,-448
NM,San Miguel County,6,6,5,5,4,"27,201","27,203","27,129","27,167","26,953",-74,38,-214
NM,Santa Fe County,3,3,2,2,4,"154,823","154,823","155,041","155,404","155,664",218,363,260
NM,Sierra County,6,6,6,6,4,"11,576","11,574","11,563","11,498","11,436",-11,-65,-62
NM,Socorro County,6,6,6,6,4,"16,595","16,602","16,558","16,303","16,115",-44,-255,-188
NM,Taos County,7,7,8,8,5,"34,489","34,488","34,459","34,700","34,580",-29,241,-120
NM,Torrance County,2,2,2,2,0,"15,045","15,045","15,054","15,318","15,454",9,264,136
NM,Union County,9,9,11,11,1,"4,079","4,083","4,072","4,097","3,980",-11,25,-117
NM,Valencia County,2,2,2,2,0,"76,205","76,205","76,369","77,233","78,080",164,864,847
NY,New York,,,,,,"20,201,249","20,201,230","20,108,296","19,857,492","19,677,151","-92,934","-250,804","-180,341"
NY,Albany County,2,2,2,2,4,"314,848","314,838","313,987","316,301","315,811",-851,"2,314",-490
NY,Allegany County,7,7,9,9,5,"46,456","46,446","47,320","46,921","46,694",874,-399,-227
NY,Bronx County,1,1,1,1,0,"1,472,654","1,472,656","1,461,125","1,421,089","1,379,946","-11,531","-40,036","-41,143"
NY,Broome County,2,2,2,2,0,"198,683","198,675","198,126","198,703","197,117",-549,577,"-1,586"
NY,Cattaraugus County,4,4,3,3,0,"77,042","77,041","76,992","76,650","76,439",-49,-342,-211
NY,Cayuga County,4,4,5,5,0,"76,248","76,251","76,198","75,791","74,998",-53,-407,-793
NY,Chautauqua County,4,4,3,3,0,"127,657","127,675","127,578","126,785","126,027",-97,-793,-758
NY,Chemung County,3,3,2,2,0,"84,148","84,152","83,945","82,830","81,426",-207,"-1,115","-1,404"
NY,Chenango County,6,6,6,6,3,"47,220","47,216","47,067","46,637","46,458",-149,-430,-179
NY,Clinton County,5,5,8,8,4,"79,843","79,839","79,761","79,996","78,753",-78,235,"-1,243"
NY,Columbia County,6,6,5,3,5,"61,570","61,567","61,403","62,039","61,286",-164,636,-753
NY,Cortland County,4,4,5,5,0,"46,809","46,814","46,750","46,489","46,126",-64,-261,-363
NY,Delaware County,6,6,6,6,3,"44,308","44,302","44,221","44,753","44,740",-81,532,-13
NY,Dutchess County,2,1,2,1,0,"295,911","295,897","295,398","298,039","297,545",-499,"2,641",-494
NY,Erie County,1,1,1,1,0,"954,236","954,244","952,598","954,350","950,312","-1,646","1,752","-4,038"
NY,Essex County,6,6,6,6,4,"37,381","37,362","37,326","37,292","36,910",-36,-34,-382
NY,Franklin County,5,7,8,8,4,"47,555","47,556","47,565","47,040","46,373",9,-525,-667
NY,Fulton County,4,4,5,5,0,"53,324","53,322","53,132","53,055","52,669",-190,-77,-386
NY,Genesee County,4,4,3,3,0,"58,388","58,394","58,313","57,988","57,535",-81,-325,-453
NY,Greene County,6,6,6,6,4,"47,931","47,933","47,912","48,493","48,061",-21,581,-432
NY,Hamilton County,8,8,7,7,5,"5,107","5,102","5,073","5,114","5,118",-29,41,4
NY,Herkimer County,2,2,2,2,5,"60,139","60,143","60,024","60,082","59,822",-119,58,-260
NY,Jefferson County,4,3,5,2,0,"116,721","116,723","116,273","117,680","116,637",-450,"1,407","-1,043"
NY,Kings County,1,1,1,1,0,"2,736,074","2,736,075","2,719,044","2,637,486","2,590,516","-17,031","-81,558","-46,970"
NY,Lewis County,6,6,6,6,5,"26,582","26,580","26,551","26,745","26,699",-29,194,-46
NY,Livingston County,1,1,1,1,4,"61,834","61,842","61,728","61,629","61,516",-114,-99,-113
NY,Madison County,2,2,2,2,0,"68,016","68,012","67,927","67,397","67,097",-85,-530,-300
NY,Monroe County,1,1,1,1,0,"759,443","759,444","757,790","756,547","752,035","-1,654","-1,243","-4,512"
NY,Montgomery County,4,4,5,5,0,"49,532","49,526","49,485","49,611","49,623",-41,126,12
NY,Nassau County,1,1,1,1,0,"1,395,774","1,395,777","1,390,559","1,391,112","1,383,726","-5,218",553,"-7,386"
NY,New York County,1,1,1,1,0,"1,694,251","1,694,250","1,677,306","1,578,801","1,596,273","-16,944","-98,505","17,472"
NY,Niagara County,1,1,1,1,0,"212,666","212,650","212,125","211,891","210,880",-525,-234,"-1,011"
NY,Oneida County,2,2,2,2,4,"232,125","232,111","231,575","229,942","228,846",-536,"-1,633","-1,096"
NY,Onondaga County,2,2,2,2,0,"476,516","476,511","474,316","472,094","468,249","-2,195","-2,222","-3,845"
NY,Ontario County,1,1,1,1,0,"112,458","112,459","112,327","112,660","112,707",-132,333,47
NY,Orange County,2,1,2,1,0,"401,310","401,324","401,088","404,997","405,941",-236,"3,909",944
NY,Orleans County,1,1,1,1,4,"40,343","40,355","40,225","39,711","39,318",-130,-514,-393
NY,Oswego County,2,2,2,2,0,"117,525","117,533","117,440","118,124","118,287",-93,684,163
NY,Otsego County,6,7,5,8,5,"58,524","58,529","58,377","60,758","60,636",-152,"2,381",-122
NY,Putnam County,1,1,1,1,0,"97,668","97,682","97,632","98,176","98,045",-50,544,-131
NY,Queens County,1,1,1,1,0,"2,405,464","2,405,464","2,388,586","2,328,141","2,278,029","-16,878","-60,445","-50,112"
NY,Rensselaer County,2,2,2,2,0,"161,130","161,138","160,900","160,740","159,853",-238,-160,-887
NY,Richmond County,1,1,1,1,0,"495,747","495,749","494,586","493,484","491,133","-1,163","-1,102","-2,351"
NY,Rockland County,1,1,1,1,0,"338,329","338,329","337,394","339,256","339,022",-935,"1,862",-234
NY,St. Lawrence County,5,4,8,5,4,"108,505","108,502","108,554","108,410","107,733",52,-144,-677
NY,Saratoga County,2,2,2,2,5,"235,509","235,499","235,794","237,962","238,797",295,"2,168",835
NY,Schenectady County,2,2,2,2,0,"158,061","158,058","159,315","160,214","160,093","1,257",899,-121
NY,Schoharie County,2,2,2,2,5,"29,714","29,718","29,752","30,152","30,063",34,400,-89
NY,Schuyler County,6,6,7,7,5,"17,898","17,894","17,863","17,800","17,650",-31,-63,-150
NY,Seneca County,6,6,3,3,4,"33,814","33,811","33,747","33,576","32,882",-64,-171,-694
NY,Steuben County,4,4,5,3,0,"93,584","93,577","93,314","93,105","92,599",-263,-209,-506
NY,Suffolk County,1,1,1,1,5,"1,525,920","1,525,936","1,521,950","1,533,118","1,525,465","-3,986","11,168","-7,653"
NY,Sullivan County,4,4,6,4,5,"78,624","78,617","78,605","79,694","79,658",-12,"1,089",-36
NY,Tioga County,2,2,2,2,3,"48,455","48,461","48,352","48,087","47,772",-109,-265,-315
NY,Tompkins County,3,3,2,2,0,"105,740","105,744","99,784","106,044","104,777","-5,960","6,260","-1,267"
NY,Ulster County,3,3,2,2,5,"181,851","181,856","181,627","183,704","182,319",-229,"2,077","-1,385"
NY,Warren County,3,3,2,2,5,"65,737","65,737","65,618","65,773","65,599",-119,155,-174
NY,Washington County,3,3,2,2,4,"61,302","61,302","61,202","60,975","60,841",-100,-227,-134
NY,Wayne County,1,1,1,1,3,"91,283","91,286","91,193","91,201","91,125",-93,8,-76
NY,Westchester County,1,1,1,1,0,"1,004,457","1,004,445","1,001,431","999,607","990,427","-3,014","-1,824","-9,180"
NY,Wyoming County,6,6,4,4,4,"40,531","40,531","40,427","40,017","39,666",-104,-410,-351
NY,Yates County,6,1,4,1,5,"24,774","24,768","24,720","24,634","24,451",-48,-86,-183
NC,North Carolina,,,,,,"10,439,388","10,439,414","10,449,445","10,565,885","10,698,973","10,031","116,440","133,088"
NC,Alamance County,3,3,2,2,0,"171,415","171,429","171,954","173,876","176,353",525,"1,922","2,477"
NC,Alexander County,2,2,2,2,3,"36,444","36,440","36,482","36,467","36,512",42,-15,45
NC,Alleghany County,9,9,10,10,5,"10,888","10,886","10,897","11,066","11,185",11,169,119
NC,Anson County,1,6,1,4,4,"22,055","22,052","22,033","22,254","22,202",-19,221,-52
NC,Ashe County,9,7,10,10,5,"26,577","26,581","26,580","26,764","27,110",-1,184,346
NC,Avery County,8,8,7,7,5,"17,806","17,812","17,848","17,502","17,571",36,-346,69
NC,Beaufort County,6,6,5,5,3,"44,652","44,658","44,690","44,438","44,272",32,-252,-166
NC,Bertie County,9,7,12,11,3,"17,934","17,934","17,862","17,425","17,240",-72,-437,-185
NC,Bladen County,6,6,6,6,3,"29,606","29,617","29,629","29,565","29,446",12,-64,-119
NC,Brunswick County,2,2,2,2,5,"136,693","136,694","138,157","144,814","153,064","1,463","6,657","8,250"
NC,Buncombe County,2,2,2,2,0,"269,452","269,446","269,694","271,719","273,589",248,"2,025","1,870"
NC,Burke County,2,2,2,2,3,"87,570","87,573","87,577","87,634","87,881",4,57,247
NC,Cabarrus County,1,1,1,1,0,"225,804","225,807","227,214","231,726","235,797","1,407","4,512","4,071"
NC,Caldwell County,2,2,2,2,3,"80,652","80,664","80,632","80,561","80,492",-32,-71,-69
NC,Camden County,8,8,3,3,0,"10,355","10,357","10,407","10,816","11,088",50,409,272
NC,Carteret County,4,4,5,5,5,"67,686","67,686","67,724","68,718","69,380",38,994,662
NC,Caswell County,8,8,7,7,4,"22,736","22,738","22,699","22,701","22,614",-39,2,-87
NC,Catawba County,2,2,2,2,3,"160,610","160,609","160,892","161,821","163,462",283,929,"1,641"
NC,Chatham County,2,2,2,2,0,"76,285","76,270","76,670","78,111","79,864",400,"1,441","1,753"
NC,Cherokee County,9,9,12,12,5,"28,774","28,769","28,858","29,195","29,512",89,337,317
NC,Chowan County,7,6,9,4,0,"13,708","13,705","13,701","13,791","13,940",-4,90,149
NC,Clay County,9,9,12,12,5,"11,089","11,085","11,142","11,350","11,614",57,208,264
NC,Cleveland County,4,4,3,3,0,"99,519","99,521","99,799","100,318","100,670",278,519,352
NC,Columbus County,6,6,6,6,0,"50,623","50,625","50,487","49,953","49,885",-138,-534,-68
NC,Craven County,5,3,8,2,4,"100,720","100,718","100,646","100,277","100,874",-72,-369,597
NC,Cumberland County,2,2,2,2,0,"334,728","334,728","334,391","337,249","336,699",-337,"2,858",-550
NC,Currituck County,1,1,1,1,5,"28,100","28,103","28,401","29,714","31,015",298,"1,313","1,301"
NC,Dare County,5,4,8,3,5,"36,915","36,910","37,032","37,889","37,956",122,857,67
NC,Davidson County,4,2,5,2,0,"168,930","168,933","169,196","170,794","172,586",263,"1,598","1,792"
NC,Davie County,2,2,2,2,0,"42,712","42,715","42,895","43,614","44,090",180,719,476
NC,Duplin County,6,6,6,6,3,"48,715","48,705","48,657","48,606","48,990",-48,-51,384
NC,Durham County,2,2,2,2,3,"324,833","324,849","325,561","329,699","332,680",712,"4,138","2,981"
NC,Edgecombe County,3,3,2,2,0,"48,900","48,897","48,777","48,370","48,301",-120,-407,-69
NC,Forsyth County,2,2,2,2,0,"382,590","382,584","383,166","386,172","389,157",582,"3,006","2,985"
NC,Franklin County,2,1,2,1,0,"68,573","68,578","69,115","71,798","74,539",537,"2,683","2,741"
NC,Gaston County,1,1,1,1,0,"227,943","227,942","228,514","231,337","234,215",572,"2,823","2,878"
NC,Gates County,8,1,4,1,1,"10,478","10,475","10,448","10,403","10,383",-27,-45,-20
NC,Graham County,9,9,12,12,5,"8,030","8,029","8,035","8,008","7,980",6,-27,-28
NC,Granville County,6,4,6,3,4,"60,992","61,001","61,060","61,408","61,903",59,348,495
NC,Greene County,3,8,2,7,4,"20,451","20,449","20,440","20,261","20,211",-9,-179,-50
NC,Guilford County,2,2,2,2,0,"541,299","541,309","539,498","542,756","546,101","-1,811","3,258","3,345"
NC,Halifax County,4,4,5,5,0,"48,622","48,622","48,521","48,377","47,848",-101,-144,-529
NC,Harnett County,4,4,5,3,0,"133,568","133,554","133,779","135,669","138,832",225,"1,890","3,163"
NC,Haywood County,2,2,2,2,5,"62,089","62,097","62,223","62,504","62,609",126,281,105
NC,Henderson County,2,2,2,2,0,"116,281","116,279","116,541","116,988","118,106",262,447,"1,118"
NC,Hertford County,7,6,11,4,0,"21,552","21,552","21,470","21,172","20,875",-82,-298,-297
NC,Hoke County,2,2,2,2,3,"52,082","52,081","52,240","53,235","53,787",159,995,552
NC,Hyde County,9,9,10,10,1,"4,589","4,587","4,551","4,625","4,576",-36,74,-49
NC,Iredell County,4,1,3,1,0,"186,693","186,699","187,683","192,227","195,897",984,"4,544","3,670"
NC,Jackson County,6,6,6,5,4,"43,109","43,107","42,231","42,520","42,955",-876,289,435
NC,Johnston County,2,1,2,1,0,"215,999","215,991","217,787","227,313","234,778","1,796","9,526","7,465"
NC,Jones County,8,3,5,2,1,"9,172","9,173","9,147","9,217","9,233",-26,70,16
NC,Lee County,4,4,5,5,3,"63,285","63,281","63,428","64,097","65,476",147,669,"1,379"
NC,Lenoir County,4,4,5,5,0,"55,122","55,124","55,050","54,693","54,633",-74,-357,-60
NC,Lincoln County,4,1,3,1,3,"86,810","86,816","87,206","89,870","93,095",390,"2,664","3,225"
NC,McDowell County,6,6,6,5,3,"44,578","44,577","44,580","44,586","44,753",3,6,167
NC,Macon County,7,7,11,9,5,"37,014","37,016","37,092","37,488","38,065",76,396,577
NC,Madison County,2,2,2,2,0,"21,193","21,192","21,228","21,645","21,768",36,417,123
NC,Martin County,6,6,6,6,3,"22,031","22,035","21,953","21,742","21,508",-82,-211,-234
NC,Mecklenburg County,1,1,1,1,0,"1,115,482","1,115,526","1,116,788","1,125,809","1,145,392","1,262","9,021","19,583"
NC,Mitchell County,9,7,12,10,0,"14,903","14,906","14,906","14,982","15,094",0,76,112
NC,Montgomery County,6,6,6,6,3,"25,751","25,752","25,719","25,853","25,894",-33,134,41
NC,Moore County,4,4,5,5,5,"99,727","99,725","100,267","102,952","105,531",542,"2,685","2,579"
NC,Nash County,3,3,2,2,0,"94,970","94,967","95,148","95,227","95,789",181,79,562
NC,New Hanover County,2,2,2,2,5,"225,702","225,705","226,307","229,930","234,921",602,"3,623","4,991"
NC,Northampton County,9,9,8,8,0,"17,471","17,474","17,435","17,093","16,779",-39,-342,-314
NC,Onslow County,3,3,2,2,0,"204,576","204,585","204,937","204,660","207,298",352,-277,"2,638"
NC,Orange County,2,2,2,2,4,"148,696","148,707","143,583","148,610","150,477","-5,124","5,027","1,867"
NC,Pamlico County,9,3,8,2,5,"12,276","12,274","12,303","12,347","12,381",29,44,34
NC,Pasquotank County,7,4,8,3,4,"40,568","40,568","40,577","40,746","40,938",9,169,192
NC,Pender County,2,2,2,2,5,"60,203","60,208","60,642","63,072","65,737",434,"2,430","2,665"
NC,Perquimans County,9,8,8,3,0,"13,005","13,006","13,016","13,126","13,210",10,110,84
NC,Person County,2,2,2,2,0,"39,097","39,093","39,187","39,172","39,386",94,-15,214
NC,Pitt County,3,3,2,2,4,"170,243","170,241","170,378","172,273","173,542",137,"1,895","1,269"
NC,Polk County,8,8,7,7,0,"19,328","19,330","19,383","19,691","19,986",53,308,295
NC,Randolph County,2,2,2,2,3,"144,171","144,151","144,418","145,109","146,043",267,691,934
NC,Richmond County,4,5,5,8,0,"42,946","42,953","42,916","42,842","42,778",-37,-74,-64
NC,Robeson County,4,4,5,5,0,"116,530","116,516","116,305","116,229","116,663",-211,-76,434
NC,Rockingham County,2,2,2,2,3,"91,096","91,100","91,188","91,260","91,957",88,72,697
NC,Rowan County,4,1,3,1,0,"146,875","146,878","147,148","148,012","149,645",270,864,"1,633"
NC,Rutherford County,4,4,5,5,0,"64,444","64,444","64,479","64,618","64,963",35,139,345
NC,Sampson County,6,6,6,4,0,"59,036","59,040","59,078","59,080","59,120",38,2,40
NC,Scotland County,6,6,5,5,0,"34,174","34,180","34,141","34,175","34,162",-39,34,-13
NC,Stanly County,6,6,3,3,0,"62,504","62,506","62,638","63,108","64,153",132,470,"1,045"
NC,Stokes County,2,2,2,2,0,"44,520","44,523","44,565","44,641","45,175",42,76,534
NC,Surry County,4,4,5,5,0,"71,359","71,367","71,372","71,196","71,403",5,-176,207
NC,Swain County,8,8,7,7,5,"14,117","14,115","14,099","14,149","13,967",-16,50,-182
NC,Transylvania County,6,6,5,5,5,"32,986","32,986","33,046","33,255","33,355",60,209,100
NC,Tyrrell County,9,9,10,8,4,"3,245","3,247","3,239","3,377","3,365",-8,138,-12
NC,Union County,1,1,1,1,0,"238,267","238,233","239,443","244,260","249,070","1,210","4,817","4,810"
NC,Vance County,4,4,5,3,0,"42,578","42,570","42,535","42,103","42,138",-35,-432,35
NC,Wake County,2,1,2,1,0,"1,129,410","1,129,393","1,130,685","1,152,357","1,175,021","1,292","21,672","22,664"
NC,Warren County,8,8,7,4,4,"18,642","18,642","18,598","18,791","18,713",-44,193,-78
NC,Washington County,7,7,9,9,0,"11,003","11,001","10,976","10,909","10,828",-25,-67,-81
NC,Watauga County,6,5,5,8,4,"54,086","54,077","54,117","54,962","55,089",40,845,127
NC,Wayne County,3,3,2,2,0,"117,333","117,324","117,266","116,866","117,286",-58,-400,420
NC,Wilkes County,6,6,5,3,0,"65,969","65,968","65,904","65,818","65,784",-64,-86,-34
NC,Wilson County,4,4,5,3,3,"78,784","78,786","78,807","78,283","78,449",21,-524,166
NC,Yadkin County,2,2,2,2,0,"37,214","37,211","37,246","37,258","37,463",35,12,205
NC,Yancey County,8,8,7,7,5,"18,470","18,470","18,490","18,776","18,811",20,286,35
ND,North Dakota,,,,,,"779,094","779,091","779,518","777,934","779,261",427,"-1,584","1,327"
ND,Adams County,9,9,12,12,1,"2,200","2,200","2,187","2,152","2,115",-13,-35,-37
ND,Barnes County,6,6,6,6,1,"10,853","10,848","10,847","10,812","10,758",-1,-35,-54
ND,Benson County,9,9,12,12,1,"5,964","5,951","5,931","5,778","5,770",-20,-153,-8
ND,Billings County,9,9,8,10,1,945,945,933,961,"1,018",-12,28,57
ND,Bottineau County,9,9,10,10,1,"6,379","6,378","6,384","6,437","6,376",6,53,-61
ND,Bowman County,9,9,12,12,2,"2,993","2,997","2,984","2,902","2,894",-13,-82,-8
ND,Burke County,9,9,10,10,4,"2,201","2,211","2,208","2,173","2,155",-3,-35,-18
ND,Burleigh County,3,3,2,2,4,"98,458","98,466","98,594","98,967","99,280",128,373,313
ND,Cass County,3,3,2,2,0,"184,525","184,528","184,874","189,293","192,734",346,"4,419","3,441"
ND,Cavalier County,9,9,12,12,1,"3,704","3,706","3,694","3,664","3,597",-12,-30,-67
ND,Dickey County,9,9,10,10,1,"4,999","5,002","4,971","4,905","4,923",-31,-66,18
ND,Divide County,9,9,10,10,1,"2,195","2,202","2,212","2,191","2,187",10,-21,-4
ND,Dunn County,9,9,10,10,2,"4,095","4,096","4,100","4,025","4,015",4,-75,-10
ND,Eddy County,9,9,12,12,1,"2,347","2,338","2,320","2,322","2,314",-18,2,-8
ND,Emmons County,8,8,7,7,1,"3,301","3,306","3,293","3,262","3,250",-13,-31,-12
ND,Foster County,9,9,10,10,1,"3,397","3,396","3,388","3,362","3,378",-8,-26,16
ND,Golden Valley County,9,9,12,12,1,"1,736","1,730","1,720","1,757","1,744",-10,37,-13
ND,Grand Forks County,3,3,2,2,4,"73,170","73,169","73,126","72,512","72,413",-43,-614,-99
ND,Grant County,8,8,7,7,1,"2,301","2,302","2,289","2,311","2,243",-13,22,-68
ND,Griggs County,9,9,12,12,1,"2,306","2,306","2,297","2,284","2,252",-9,-13,-32
ND,Hettinger County,9,9,10,10,1,"2,489","2,483","2,467","2,422","2,406",-16,-45,-16
ND,Kidder County,8,8,7,7,1,"2,394","2,395","2,387","2,361","2,393",-8,-26,32
ND,LaMoure County,9,9,10,10,1,"4,093","4,091","4,101","4,095","4,098",10,-6,3
ND,Logan County,9,9,10,10,1,"1,876","1,880","1,890","1,882","1,855",10,-8,-27
ND,McHenry County,9,9,8,8,1,"5,345","5,332","5,311","5,239","5,189",-21,-72,-50
ND,McIntosh County,9,9,12,12,1,"2,530","2,529","2,511","2,506","2,475",-18,-5,-31
